geohash6,rmse(t+1),rmse(t+2),rmse(t+3),rmse(t+4),rmse(t+5),smape(t+1),smape(t+2),smape(t+3),smape(t+4),smape(t+5)
qp03mw,0.009992241744458686,0.011806396846263226,0.012172363152096138,0.013120543578566244,0.013950799151290537,51.37851764520874,57.41050507076802,59.92334721360268,64.76221215676489,67.34463635860568
qp08cn,0.014412827462351879,0.016814731177833987,0.017973192170266303,0.01869275624465299,0.018926812281388906,57.418586762848,66.9322553329858,70.67441642486078,70.33327451789857,71.84174186456295
qp09kv,0.03588829051738106,0.043805934168880276,0.04971131011758233,0.05559726843984182,0.06005961703626716,27.53407387248083,32.10835818693601,35.192519150174576,39.03206618572403,41.545153681627816
qp09cc,0.022933921127821496,0.02647130092524648,0.028066690591975852,0.03078333521178281,0.03287614648793829,46.47108629394166,52.87964390287231,54.52884290222221,61.31982875663303,64.42504586014685
qp03mu,0.012407110103450142,0.014533212798535217,0.015681319715702507,0.0168031423202498,0.017400981817749142,45.580714551807276,53.50405797121486,56.69222343052974,60.30902442928446,63.05332253449352
qp09fm,0.015647141529361235,0.017153626547893847,0.01840755561528898,0.019856917574233735,0.019808068687471196,66.95288372076574,70.9327654512968,74.55058260833283,77.56283280065207,79.18003591049842
qp03y6,0.009555550474197533,0.011287406673997974,0.012126789483248206,0.012659369988716765,0.013224583075318881,60.266996511974114,66.86692321319192,71.47027348534748,73.59017245943538,77.77834765693663
qp03yg,0.04274847373016523,0.05791006049030528,0.06418351439534328,0.07057351524893363,0.08104354529379816,12.655832273360357,16.267394648484967,17.641152661856697,19.48077947960135,22.408501781309095
qp09sn,0.0264032965544993,0.031711503794713644,0.035913546576270515,0.040834677464659526,0.04541505754440228,42.73797941396863,48.929032982128426,55.01345534596553,59.200623546478525,63.67648034610447
qp03r7,0.008981837318200509,0.010629547067167499,0.011206116881209467,0.01144617587658383,0.012011925724999591,59.77708424421362,68.06931184189038,72.63579173924131,73.71373076005759,76.63312724258319
qp03rg,0.016582256676629582,0.021024504485880464,0.023787330817162052,0.027158839190109026,0.029657670992427717,35.95180135236755,43.03387878997031,47.02122652261484,52.77280885224745,54.95105044099955
qp098k,0.034198104293262116,0.04374309400334948,0.049189583171979974,0.05481588711343822,0.05965327312164611,13.418351666252333,16.497424900767562,18.181587131770435,19.872728800643948,21.097289672251808
qp0d1f,0.004384571787467351,0.004714398377530648,0.0051565308156105265,0.005042871889993204,0.005219419648902115,69.22178866686978,70.39023298458379,76.55930017193435,75.46418532800737,78.89606072934633
qp03q2,0.018867102085814873,0.02382900508098428,0.028176854689966502,0.03200520058853094,0.03565597510146679,28.830601437870563,35.407799963779055,40.78636812419357,44.11968683440505,47.84910322364278
qp09bt,0.006290365545263272,0.00723786044605818,0.007377571224873378,0.008034632699299412,0.008315086048700392,97.76401024276265,105.23747092772484,104.56530488512922,110.19753737919014,113.19273174892363
qp03r6,0.022293555953414822,0.028168912271306166,0.030970153861575436,0.034802196193681995,0.03849905006083368,25.003381483042386,30.069352728972458,32.22514766777835,35.910661311836655,39.543953966791726
qp09eb,0.0177533564077228,0.021880081657590113,0.022809898092391936,0.02371831320205755,0.024921472417180183,58.72408751433636,68.26784127606857,71.64439263699347,76.77493174920086,79.09359975898616
qp03qc,0.017540449314506403,0.02097041357860946,0.0232954793614696,0.02514493440165967,0.026903106119016734,32.69130988637332,36.94330183331021,40.81760124598723,41.87513693414966,45.13495829896213
qp03xh,0.02867949373949403,0.03731624017723141,0.043332292114161126,0.04963663199187358,0.055913421395469225,16.45708574305391,20.5088357019143,23.54837122700493,26.828904810070505,30.416263357905393
qp03me,0.01147760489398966,0.013648988601400625,0.01465084551805168,0.015716052605268448,0.016415860754527972,52.95973941295465,58.85320519428785,60.79806723780538,65.8078219543464,64.53403304533897
